iterations,fitness,time,fevals
0,0.0260129499348,0.00133107800139,434
10,0.029912838399,0.00252561800153,767
20,0.0341770244613,0.00408166200214,1102
30,0.036674794667,0.00518589100466,1435
40,0.0405480613192,0.00655398500749,1776
50,0.0393261659976,0.00763069000459,2106
60,0.038377391088,0.00881879900408,2433
70,0.0413449745211,0.00991278700531,2783
80,0.0428026709858,0.0109263930062,3111
90,0.0453592711601,0.0119704750068,3439
100,0.0427253554363,0.0130362720083,3769
110,0.042725063584,0.0141219820107,4094
120,0.04458705799,0.0151501750115,4426
130,0.0477936851501,0.0161906460125,4765
140,0.0470475686806,0.0172004600099,5096
150,0.0545381910322,0.0182566860094,5439
160,0.0496089599408,0.0192604480108,5777
170,0.0511322359085,0.0202586800078,6108
180,0.0511322359085,0.0212927760076,6432
190,0.0546913067954,0.022311307006,6761
200,0.0532950219628,0.0233027810064,7103
210,0.0532950219628,0.0243019170084,7439
220,0.0535948219299,0.0253300780096,7777
230,0.049789274944,0.0263189830075,8113
240,0.0510501997792,0.02730930701,8447
250,0.0493621641322,0.0283228390072,8780
260,0.0573852191344,0.0293510750089,9111
270,0.0596705801292,0.0303514960106,9449
280,0.0502472011397,0.0314591410097,9773
290,0.0537879994438,0.0324969830108,10125
300,0.0533595670768,0.0337955560099,10461
310,0.0556774893317,0.0348156720102,10793
320,0.0556774893317,0.0360017990097,11131
330,0.0551465345845,0.0369372740097,11473
340,0.0551561946898,0.0378836250093,11815
350,0.0589662577436,0.0388761630093,12147
360,0.0575815954558,0.039841768008,12476
370,0.0514257711808,0.0409171960055,12816
380,0.0497222404304,0.0419299870082,13145
390,0.0502387468252,0.042944618006,13479
400,0.0551392896009,0.0439742080052,13808
410,0.0518493806166,0.0449803980046,14144
420,0.0505245016994,0.045976150006,14474
430,0.0482481261841,0.0469881390054,14805
440,0.0522034865252,0.0480374690051,15134
450,0.0503512582941,0.0490514340054,15466
460,0.0517908206087,0.050041569004,15794
470,0.0582502419245,0.0510591590028,16131
480,0.0595377984716,0.0520711099998,16474
490,0.0601220849821,0.0530658749994,16808
500,0.0590694585491,0.0540458139985,17138
510,0.0593781085916,0.0550155050005,17472
520,0.0567909036343,0.0559980819999,17796
530,0.0597040467006,0.0569547809973,18129
540,0.0593011491267,0.0579699019981,18466
550,0.0576655390986,0.0589758339993,18802
560,0.0599991214021,0.0599706190005,19135
570,0.0523518943484,0.060962421001,19466
580,0.0540391664254,0.0620556899994,19794
590,0.0546392209678,0.0630531250026,20121
600,0.057799282686,0.0643159700012,20455
610,0.0644720411914,0.0653278620011,20784
620,0.0548419844106,0.0666086590027,21123
630,0.0579521105593,0.0676069920046,21467
640,0.0592829061935,0.0685729640063,21801
650,0.0586454183,0.0695163360033,22135
660,0.0561274016079,0.0705062440029,22476
670,0.0547472786926,0.0714814990024,22801
680,0.0629548903814,0.0724606530021,23135
690,0.0567131865556,0.073426277002,23463
700,0.0559770794568,0.0744041840007,23799
710,0.0604591095087,0.0753448510004,24142
720,0.0600378285553,0.0763013210017,24483
730,0.062019044697,0.0772441620029,24817
740,0.060772508521,0.078239657003,25141
750,0.0611266416629,0.079154952,25462
760,0.0591191947836,0.080104642002,25801
770,0.0554149974802,0.0810924680009,26127
780,0.057773532762,0.0820652570001,26463
790,0.055543019982,0.0830428409972,26799
800,0.063032334425,0.0840140479959,27132
810,0.0608989006913,0.085004837998,27472
820,0.0570753232201,0.0859551619978,27800
830,0.0584070043204,0.0869296659985,28138
840,0.0597556111826,0.0880401969989,28473
850,0.0596205375838,0.0890400239987,28810
860,0.0607679272909,0.0900405209977,29147
870,0.0645795727013,0.0910033859982,29486
880,0.0677573964714,0.0919908649994,29821
890,0.0682838282046,0.092947895002,30157
900,0.071826458601,0.0941749080012,30489
910,0.0743214788622,0.0951241859984,30821
920,0.0743214788622,0.0962142209974,31140
930,0.0743214788622,0.0970394989999,31463
940,0.0720101819404,0.0979061230028,31800
