iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.17965529042,0.178034286018,0.180341600089,0.0799720621617,0.0939245810056,0.0748603351955,0.0238977399037,0.0269966254218,0.0275983558426,0.379707694
10,0.0923315855518,0.0919457944355,0.0923107047916,0.868081019731,0.864874301676,0.869553072626,0.405352223534,0.372771474878,0.405095541401,4.04865284
20,0.0463517942876,0.0463421107051,0.0466955366742,0.908416273791,0.908519553073,0.908379888268,0,0,0,7.753331105
30,0.0381387218504,0.0384326011848,0.0384425018374,0.908416273791,0.908519553073,0.908379888268,0,0,0,11.469575582
40,0.0371632756695,0.0378245182674,0.0377719179676,0.924480530819,0.922835195531,0.925139664804,0.298459042985,0.275409836066,0.309278350515,15.21430992
50,0.0362525727493,0.0364159471684,0.0362213844078,0.908416273791,0.908519553073,0.908379888268,0,0,0,18.932728994
60,0.0282606143233,0.0292413743496,0.0284921071471,0.938624061463,0.932262569832,0.937150837989,0.496778811739,0.422619047619,0.477958236659,22.693741729
70,0.0271622891407,0.0280095347564,0.0275296834139,0.908416273791,0.908868715084,0.908379888268,0,0.00760456273764,0,26.498181795
80,0.0298688965441,0.0304615951742,0.0301496682918,0.908416273791,0.908519553073,0.908379888268,0,0,0,30.476163561
90,0.0245251237688,0.0257649310603,0.0247249832699,0.947180024446,0.941689944134,0.947206703911,0.595858383434,0.537396121884,0.595289079229,34.277458814
100,0.0253101703635,0.0260511867937,0.0256714112539,0.91784529422,0.91969273743,0.917597765363,0.18668971478,0.222972972973,0.182825484765,38.07224704
110,0.0213450225207,0.0225215230925,0.0215461861754,0.938449449974,0.933659217877,0.940502793296,0.496068620443,0.437869822485,0.519187358916,41.894999345
120,0.0220704083367,0.0228094156806,0.0224838363111,0.92875851231,0.926675977654,0.927374301676,0.363494539782,0.335443037975,0.343434343434,45.728071187
130,0.017917395249,0.0191353494803,0.0180660517256,0.976165531692,0.972067039106,0.975139664804,0.857589984351,0.831223628692,0.849407783418,49.515373503
