iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.156907435991,0.157261119821,0.157613418696,0.0672254234329,0.0722765363128,0.0645251396648,0.0690135935866,0.0726003490401,0.0684283727399,0.294161822
10,0.0571128982806,0.056988507204,0.0576317159088,0.908416273791,0.908519553073,0.908379888268,0,0,0,3.295252201
20,0.0521357086286,0.051820941377,0.0518240569157,0.908416273791,0.908519553073,0.908379888268,0,0,0,6.27614831
30,0.0392261439668,0.0397730154118,0.038914240607,0.908416273791,0.908519553073,0.908379888268,0,0,0,9.245973062
40,0.0421615399475,0.04195840852,0.0419578755285,0.908416273791,0.908519553073,0.908379888268,0,0,0,12.257560455
50,0.0309490432659,0.0315858019698,0.0309016848786,0.908416273791,0.908868715084,0.908379888268,0,0.00760456273764,0,15.370319991
60,0.0222029561017,0.0231412652672,0.022062350759,0.972585996159,0.971019553073,0.974022346369,0.835257082896,0.824524312896,0.842105263158,18.368501662
70,0.0244073852036,0.0253388870442,0.024457366542,0.961934695303,0.957751396648,0.961452513966,0.74109263658,0.711217183771,0.734615384615,21.34480347
80,0.0244987060337,0.0253148396901,0.0244581277536,0.969879518072,0.967877094972,0.971229050279,0.808013355593,0.793721973094,0.815742397138,24.38447628
90,0.0219379769144,0.023043313727,0.0217779717195,0.972847913393,0.969273743017,0.973463687151,0.837428123366,0.816666666667,0.83704974271,27.39618298
100,0.0235307787281,0.0246126074328,0.0232473182049,0.971189104243,0.97032122905,0.973184357542,0.829721362229,0.824742268041,0.841059602649,30.342038003
110,0.0226744930003,0.0239152449781,0.0223764552632,0.971974855946,0.968924581006,0.974022346369,0.834791559444,0.815734989648,0.848287112561,33.385605841
120,0.0211651912117,0.0221971549074,0.0209851596423,0.97057796403,0.968924581006,0.972346368715,0.820839978735,0.808602150538,0.829604130809,36.306554206
130,0.0185736748057,0.0194572150722,0.0185007543555,0.968482626157,0.964734636872,0.968994413408,0.799555802332,0.772009029345,0.799276672694,39.15857269
140,0.0175791472893,0.0187767413727,0.017531120256,0.973284442116,0.970670391061,0.974581005587,0.84012539185,0.822033898305,0.848585690516,42.044363829
150,0.0183135034038,0.0193190443234,0.0183566250138,0.971189104243,0.968226256983,0.971229050279,0.821235102925,0.797327394209,0.819614711033,45.033527151
160,0.0168841712336,0.0180158688979,0.0169490170562,0.972149467435,0.969273743017,0.972067039106,0.829320492242,0.809523809524,0.827586206897,47.92566697
170,0.0158607275531,0.0169102514253,0.0161293091464,0.968744543391,0.96438547486,0.96843575419,0.798876404494,0.766055045872,0.794918330309,50.871905021
180,0.0165912732502,0.0176736947582,0.0166262039975,0.96891915488,0.966480446927,0.97094972067,0.803097345133,0.786666666667,0.814946619217,53.852412128
190,0.0171751281954,0.018370628854,0.0171748163868,0.97206216169,0.969622905028,0.972067039106,0.828877005348,0.812095032397,0.826388888889,56.697282967
200,0.0156339459697,0.0167498890153,0.0157425839925,0.971451021477,0.968226256983,0.972905027933,0.821603927987,0.799116997792,0.830122591944,59.643703115
210,0.0137853573712,0.014975990434,0.014146266838,0.974681334032,0.971368715084,0.973463687151,0.844086021505,0.823275862069,0.833625218914,62.652302253
220,0.0131532249234,0.0147765693455,0.013247767471,0.975030557011,0.97311452514,0.97374301676,0.857,0.847524752475,0.847402597403,65.657073875
230,0.0179245220477,0.0190684099881,0.0181951035531,0.946568884233,0.942737430168,0.947765363128,0.589261744966,0.549450549451,0.601279317697,68.632411728
240,0.0154922079529,0.0169605222944,0.0151255930591,0.969181072115,0.96717877095,0.969832402235,0.826875919568,0.81568627451,0.826923076923,71.490267197
250,0.0130504193711,0.0142068553748,0.0133427379805,0.975816308713,0.971019553073,0.973184357542,0.860734037205,0.831643002028,0.839464882943,74.477992196
260,0.0115073895882,0.0126396080214,0.0120317441717,0.976514754671,0.974162011173,0.973463687151,0.860981912145,0.845188284519,0.839255499154,77.402705248
270,0.0119697062547,0.0133273111491,0.0122719944347,0.975816308713,0.973812849162,0.974301675978,0.858601327208,0.845360824742,0.846666666667,80.410685332
280,0.0118976622781,0.0132342746209,0.0126711254146,0.973284442116,0.969972067039,0.971508379888,0.835129310345,0.811403508772,0.819787985866,83.286945727
290,0.0111562492057,0.0122992307963,0.011315495357,0.975292474245,0.971019553073,0.975139664804,0.855685874554,0.828865979381,0.851913477537,86.165485625
300,0.0111690184731,0.012246849076,0.0113646978052,0.975641697224,0.974511173184,0.975139664804,0.859019706923,0.850715746421,0.852404643449,89.047342298
310,0.0117655667198,0.0129866067957,0.0121884113963,0.976602060416,0.975558659218,0.97374301676,0.862422997947,0.853556485356,0.840677966102,92.031084273
320,0.0104351808455,0.0117318713623,0.010898278859,0.975816308713,0.973463687151,0.973463687151,0.857729840781,0.840336134454,0.839255499154,95.030328475
330,0.0112047496145,0.0124785945422,0.0117159193835,0.975641697224,0.974162011173,0.973463687151,0.857142857143,0.847736625514,0.840871021776,98.034680151
340,0.0109020830746,0.0121563238334,0.0114215500733,0.974506722542,0.970670391061,0.973184357542,0.844680851064,0.818965517241,0.833333333333,101.024702712
350,0.0106302301444,0.0119560020567,0.0113356347163,0.975903614458,0.971019553073,0.974581005587,0.853347502657,0.820734341253,0.842287694974,104.070550087
360,0.0105997351022,0.0117243141518,0.0111395612289,0.976078225947,0.974860335196,0.974860335196,0.858762886598,0.850622406639,0.847972972973,107.055314309
370,0.0112637209051,0.0127714031663,0.0122421719369,0.976951283394,0.973463687151,0.97374301676,0.862785862786,0.8410041841,0.83904109589,109.937268554
380,0.0103971087306,0.0118768861801,0.0112068494228,0.977300506373,0.974860335196,0.97374301676,0.866803278689,0.851239669421,0.840136054422,112.733508679
390,0.0101559876423,0.0117206874756,0.0110953795092,0.976514754671,0.97311452514,0.974022346369,0.858644245927,0.835820895522,0.840480274443,115.782477011
400,0.0106234824708,0.0119343109292,0.0113270021698,0.976078225947,0.972067039106,0.973184357542,0.857291666667,0.830508474576,0.836177474403,118.635906442
410,0.0105996447453,0.0120131799791,0.0116735166791,0.976340143181,0.973463687151,0.973463687151,0.856840993133,0.83829787234,0.834782608696,121.640989791
420,0.0101163280503,0.0115685940267,0.0110106634627,0.977038589139,0.973463687151,0.976536312849,0.861506055819,0.837606837607,0.855670103093,124.650233638
430,0.0100998738798,0.0114352945497,0.0104687594633,0.977649729352,0.974511173184,0.975977653631,0.873267326733,0.856581532417,0.859016393443,127.57448743
440,0.0106976577996,0.0121398884122,0.0114004239217,0.976602060416,0.970670391061,0.972067039106,0.867195242815,0.832,0.835526315789,130.539253092
450,0.0105534159908,0.0120410742873,0.0117151996553,0.976252837437,0.972416201117,0.973184357542,0.856842105263,0.831556503198,0.831578947368,133.567524884
460,0.0103989473454,0.0116994476397,0.0111876792398,0.976340143181,0.972067039106,0.972625698324,0.864567716142,0.838709677419,0.837209302326,136.576760698
470,0.010198707721,0.0114830406903,0.0106931801026,0.976951283394,0.97311452514,0.974022346369,0.870333988212,0.848722986248,0.847290640394,139.596254257
480,0.0102416744935,0.0115992215658,0.0110862116485,0.977038589139,0.973812849162,0.975698324022,0.861797162375,0.84076433121,0.850258175559,142.405866359
490,0.00990598014925,0.01149265275,0.0106438182231,0.97686397765,0.973463687151,0.974581005587,0.862051015096,0.839662447257,0.844974446337,145.37749147
500,0.0101240398579,0.0115989099176,0.011108103482,0.975729002968,0.971368715084,0.974022346369,0.851018220793,0.823275862069,0.838260869565,148.350449708
510,0.00975634746658,0.0115017173036,0.0109803973208,0.978260869565,0.974860335196,0.974022346369,0.870244919229,0.848739495798,0.839931153184,151.340462652
520,0.00979209345035,0.0113332522993,0.0104909725364,0.977213200629,0.975558659218,0.974301675978,0.865671641791,0.854166666667,0.843537414966,154.308963749
530,0.00988160562083,0.011241310239,0.010393392576,0.977737035097,0.974511173184,0.974860335196,0.874322326269,0.854870775348,0.850993377483,157.448167207
540,0.0104983892913,0.0119209035554,0.01103509761,0.974332111053,0.969972067039,0.972905027933,0.848140495868,0.819327731092,0.834188034188,160.491437716
550,0.00930602084381,0.0107603901177,0.0102574097923,0.978872009778,0.975209497207,0.97374301676,0.876530612245,0.853002070393,0.840677966102,163.561998447
560,0.0101627600388,0.0115669660137,0.010482387413,0.977649729352,0.975209497207,0.97625698324,0.873267326733,0.860510805501,0.861337683524,166.629027334
570,0.0101172439511,0.0119416753152,0.0113209306732,0.977649729352,0.973812849162,0.972625698324,0.869520897044,0.845360824742,0.834459459459,169.746490613
580,0.00997488932981,0.011352584945,0.0105696561457,0.977387812118,0.973812849162,0.974301675978,0.872852233677,0.852071005917,0.849180327869,172.797031777
590,0.00950610948365,0.010964684846,0.0105081093427,0.977125894884,0.973812849162,0.974301675978,0.864948453608,0.844074844075,0.844594594595,175.966883263
600,0.00943506219178,0.0108517809386,0.0103552846613,0.977387812118,0.975209497207,0.974022346369,0.866288074342,0.851774530271,0.842639593909,178.886154659
610,0.00967559112145,0.0111497261422,0.0104068254973,0.97686397765,0.972067039106,0.97374301676,0.864588656106,0.833333333333,0.842281879195,182.162982394
620,0.00979327195217,0.0111668281207,0.0105241241041,0.976427448926,0.973812849162,0.974581005587,0.862804878049,0.845995893224,0.848080133556,185.233730277
630,0.00989768788778,0.0113978117757,0.0104643228039,0.977387812118,0.974511173184,0.974022346369,0.872350911779,0.856581532417,0.848287112561,188.46559994
640,0.00937254338215,0.0108476162867,0.0102462400051,0.977038589139,0.973463687151,0.975139664804,0.866835443038,0.844897959184,0.850921273032,191.897959422
650,0.00930846066429,0.0106857547911,0.0101408997826,0.977824340842,0.97625698324,0.974860335196,0.871975806452,0.863453815261,0.85,194.991162723
660,0.0102649150519,0.0120359537337,0.0115367688326,0.976252837437,0.971717877095,0.974581005587,0.854700854701,0.823529411765,0.842832469775,197.938906482
670,0.00942134926286,0.010809765509,0.0104628527886,0.978086258076,0.976955307263,0.974860335196,0.872911392405,0.864754098361,0.848993288591,201.021157708
680,0.0117279823128,0.0136193376241,0.0117788321609,0.97223677318,0.96717877095,0.971787709497,0.850282485876,0.826568265683,0.842923794712,204.006623179
690,0.00947997003265,0.0108116596466,0.0102418108553,0.977300506373,0.974860335196,0.974860335196,0.868020304569,0.85306122449,0.849498327759,207.089893061
700,0.0106816358892,0.0123353533574,0.0110174350177,0.97668936616,0.969972067039,0.972625698324,0.870451237263,0.837121212121,0.845911949686,210.236289181
710,0.00985020663667,0.0112715641746,0.0104327545571,0.977387812118,0.975907821229,0.975977653631,0.870951669158,0.86282306163,0.858552631579,213.335039883
